stockName,MarketCap,P/E,ForP/E,PEG,P/S,P/B,P/Cash,EPS,Own,ROA,ROE,Ratio,D/E,Margin,20SMA,52wkH/L,RSI,Gap,Price,Change,Volume
MSI,15430.29,17.97,13.46,1.34,1.77,4.99,4.15,3.16,0,0.07,0.25,2.55,0.79,0.1,-0.09,1.48,28.96,0,56.8,0.01,3535949
MSM,4946.54,19.2,17.18,1.62,2.07,3.83,20.28,4.08,0.01,0.18,0.21,6.78,0,0.11,-0.02,1.44,40.28,0,78.33,-0.01,233864
MSTR,1104.12,53.39,23.04,2.22,1.86,5.5,4.92,1.83,0,0.04,0.11,1.63,0,0.03,-0.02,1.91,42.82,0,97.71,-0.01,90091
MTD,6252.87,22.53,17.21,1.64,2.67,7.59,61.48,9.17,0.01,0.13,0.36,1.54,0.47,0.12,0,1.55,47.6,0,206.57,-0.03,225838
MTN,2157.47,96.9,36.19,3.66,2.01,2.71,15.8,0.62,0.01,0.01,0.03,0.97,0.62,0.02,-0.01,1.62,50.98,0,60.08,-0.01,127074
MTRN,541.89,21.92,11.2,1.83,0.43,1.29,33.74,1.19,0.01,0.03,0.06,2.69,0.23,0.02,-0.04,1.71,43.19,-0.01,26.09,-0.07,97108
MTRX,390.3,23.44,12.61,2.34,0.49,1.76,11.75,0.64,0.03,0.05,0.08,1.85,0.02,0.02,0.03,1.79,53.07,0,15,0,191025
MTSC,918.83,18.85,12.6,2.69,1.67,3.84,19.17,3.1,0.01,0.12,0.21,2.05,0,0.09,0.04,1.64,66.87,0,58.45,0,84988
MTW,2486.44,24.55,10.48,1.64,0.63,4.13,32.67,0.76,0.01,0.02,0.19,1.16,3.04,0.02,0.01,2.24,51.42,0,18.66,0,2262097
MTX,1378.04,18.83,15.62,1.88,1.37,1.74,2.94,2.09,0.01,0.06,0.1,3.06,0.12,0.08,-0.01,1.42,45.21,0,39.35,-0.01,112968
MTZ,2172.43,19.8,13.05,0.86,0.58,2.53,82.35,1.43,0.01,0.05,0.14,1.48,0.7,0.03,0.01,2.45,48.37,0,28.32,-0.01,382855
MUR,11684.84,12.36,9.61,1.73,0.41,1.3,10.99,4.95,0.01,0.06,0.11,1.21,0.25,0.03,-0.02,1.59,46.78,0,61.19,0,890390
MW,1682.14,13.03,11.18,1.57,0.68,1.54,10.78,2.54,0.01,0.09,0.12,2.91,0,0.05,0,1.49,56.55,0,33.1,0,421702
MWE,9213.15,39.7,25.86,6.9,6.35,3.14,26.48,1.55,0.01,0.04,0.1,0.89,0.87,0.15,0.02,1.48,56.39,0,61.54,-0.01,685378
MWIV,1494.26,25.96,21.44,1.73,0.68,3.96,2532.64,4.5,0.01,0.08,0.17,1.66,0.14,0.03,-0.08,1.59,28.58,0,116.83,-0.02,54882
MWV,6025.65,28.49,16.6,2.85,1.1,1.79,9.09,1.2,0,0.02,0.06,1.87,0.64,0.04,-0.04,1.51,36.37,0,34.19,-0.01,1082237
MWW,511.61,8.61,10.97,0.66,0.57,0.55,3.45,0.51,0.03,0.03,0.06,0.99,0.19,0.07,-0.02,2.4,40.76,0,4.39,0.01,967016
MX,541.42,2.95,5.13,0.13,0.66,1.76,2.97,5.19,0,0.28,0.81,3.08,0.65,0.24,-0.02,2.18,46.65,0,15.29,-0.02,122593
MXIM,8970.36,27.14,14.75,2.23,3.73,3.48,8.71,1.13,0,0.09,0.13,2.56,0.12,0.14,-0.04,1.47,41.76,-0.05,30.67,-0.07,7806373
MXWL,174.79,17.11,14.61,0.68,1.05,1.39,8.71,0.35,0.02,0.06,0.09,2.37,0.08,0.06,0.15,3.25,53.16,0.01,5.99,0.01,387442
MYE,489.57,17.66,11.77,5.89,0.61,2.07,120.88,0.82,0.01,0.06,0.12,2.41,0.44,0.03,0.07,1.39,60,-0.01,14.48,-0.01,98955
MYGN,2210.31,18.79,15.5,1.34,4.05,3.37,6.16,1.46,0,0.18,0.19,10.05,0,0.23,0.05,1.44,59.25,0,27.43,-0.01,496513
MYL,11217.23,19.28,9.16,1.92,1.65,3.47,32.05,1.52,0,0.05,0.19,1.78,1.72,0.09,0.03,1.54,59.93,0,29.31,0,6767498
MYRG,464.2,13.88,11.21,0.76,0.46,1.81,23.41,1.6,0.02,0.08,0.14,1.47,0,0.03,-0.02,1.85,45.1,-0.01,22.2,-0.02,75092
NANO,323.72,77.89,22.61,7.79,1.77,1.51,2.95,0.18,0.01,0.02,0.02,6.16,0.02,0.02,0,1.53,46.77,-0.02,14.02,-0.01,68318
NATI,3335.74,37,22.7,3.08,2.92,3.54,9.95,0.73,0.01,0.07,0.1,3.13,0,0.08,-0.12,1.43,24.9,-0.22,27.01,-0.11,2526413
NAUH,86.75,14.74,10.59,0.84,0.67,1.82,2.62,0.23,0.01,0.07,0.11,2.6,0.2,0.05,-0.07,1.7,32.4,0,3.39,0,45961
NBL,20027.13,20.8,13.42,2.9,4.74,2.42,14.44,5.37,0.02,0.06,0.12,1.09,0.5,0.23,-0.01,1.55,49.7,0,111.69,-0.02,1221459
NBR,4222.99,22.32,10.01,2.04,0.64,0.7,6.12,0.65,0.01,0.02,0.03,2.86,0.72,0.03,-0.06,1.47,39.34,0,14.51,-0.01,5010216
NCI,593.46,12.49,10.03,0.94,0.7,1.05,201.86,0.94,0.01,0.05,0.09,2.28,0.29,0.06,-0.05,1.54,41.05,0,11.74,-0.03,156431
NCR,4201.28,31.22,8.62,2.11,0.73,3.47,3.93,0.85,0.01,0.02,0.14,1.96,1.57,0.02,-0.02,1.48,44.49,0,26.54,-0.01,1361397
NDSN,4385.35,19.32,15.63,1.46,2.96,6.14,80.13,3.52,0,0.15,0.36,1.96,0.88,0.15,0.02,1.49,57.1,-0.01,67.99,-0.01,211312
NE,9398.11,17.18,8.17,1.32,2.53,1.19,43.81,2.16,0.01,0.04,0.07,1.76,0.61,0.16,0.01,1.45,52.2,-0.01,37.11,-0.01,1851333
NEE,34200.51,17.66,15.2,2.97,2.4,2.13,103.95,4.56,0,0.03,0.12,0.59,1.7,0.13,0.02,1.34,69.14,0,80.54,0,905971
NEM,16462.22,8.88,8.43,2.05,1.67,1.21,10,3.77,0,0.08,0.14,1.89,0.46,0.23,-0.09,1.79,35.41,0,33.47,-0.03,9255853
NEOG,1189.3,46.04,37.67,2.49,5.94,4.85,15.95,1.08,0.03,0.1,0.12,7.09,0,0.13,0,1.39,52.67,-0.01,49.72,-0.01,59621
NEU,3539.78,14.81,13.6,1.35,1.59,8.82,39.71,17.85,0.12,0.2,0.5,3.39,1.08,0.11,0,1.49,53.14,0,264.36,0,54012
NFG,5094.56,22.52,20.48,2.65,3.09,2.53,83.49,2.71,0.02,0.04,0.12,0.51,0.81,0.14,0.02,1.54,60.3,0,61.02,0,442334
NFLX,12068.64,513.21,68,26.32,3.21,14.9,11.76,0.42,0,0.01,0.03,1.51,0.86,0.01,0.21,4.25,70.32,0.02,215.55,0.01,3106195
NFP,1008.57,36.13,9.62,3.61,0.95,2.45,5.99,0.7,0.03,0.03,0.07,1.63,0.53,0.03,0.05,2.03,79.81,0,25.29,0,276275
NGD,3595.6,18.39,12.57,3.68,4.54,1.34,5.23,0.41,0.03,0.05,0.08,5.18,0.32,0.25,-0.04,2.05,45.76,0,7.54,-0.06,4066198
NGL,1577.47,59.69,16.37,5.97,0.49,1.74,66,0.48,0.01,0.02,0.06,1.25,0.96,0.01,0.03,1.62,61.44,-0.01,28.65,-0.03,137879
NGLS,4852.81,38.61,26.1,1.44,0.82,2.74,71.36,1.21,0,0.05,0.08,1.01,1.4,0.03,0,1.58,54.57,0,46.72,0,632425
NGS,236.86,18.65,15.37,1.55,2.53,1.34,8.43,1.03,0.01,0.06,0.08,5.26,0.01,0.14,0,1.76,51.31,0,19.21,-0.03,60028
NGVC,542.98,2.65,39.74,0.1,1.52,7.21,48.78,9.14,0.01,0.08,0.17,1.79,0.21,0.02,0.02,1.51,55.52,0,24.24,-0.03,44783
NI,9609.37,22.17,18.46,2.84,1.9,1.72,264.72,1.39,0.01,0.02,0.08,0.71,1.46,0.08,0.02,1.37,65.59,-0.01,30.82,-0.01,2227300
NILE,405.28,50,30.66,2.75,1.01,29.02,4.66,0.65,0.01,0.06,0.34,0.98,0.05,0.02,0,1.9,47.69,-0.01,32.5,0,86573
NJR,1934.55,20.21,17.01,5.05,0.83,2.24,593.42,2.29,0.01,0.03,0.11,0.97,1.08,0.04,0.01,1.24,55.9,0,46.27,-0.01,122117
NKE,55305.52,24.56,20.23,2.21,2.2,5.19,13.68,2.52,0,0.15,0.22,3.37,0.03,0.09,0.03,1.49,65.68,0.01,61.89,0,2407982
NLS,218.65,20.76,11.97,4.15,1.13,5.04,9.42,0.34,0.01,0.12,0.28,1.57,0,0.05,0.01,3.48,55.33,-0.01,7.06,-0.01,122770
NLSN,12990.68,46.95,14.54,3.19,2.31,2.56,45.11,0.74,0.53,0.02,0.06,0.96,1.34,0.05,-0.01,1.48,50.62,0,34.74,0,1389881
NMM,991.97,9.31,28.63,1.86,4.83,1.48,30.87,1.6,0.2,0.1,0.16,1.16,0.48,0.47,0.04,1.43,64.73,0.01,14.89,0,254972
NMRX,184.1,22.36,29.59,1.12,2.76,2.98,37.19,0.45,0.41,0.11,0.15,1.89,0.16,0.11,-0.12,1.69,28.89,0,10.06,-0.02,32128
NNBR,145.69,6.02,6.15,0.38,0.39,1.13,7.67,1.42,0.02,0.09,0.21,2.17,0.57,0.07,-0.04,1.57,42.84,0,8.55,-0.03,30318
NOAH,417.94,18.17,18.62,0.55,4.82,2.4,2.48,0.41,0.14,0.12,0.14,7.21,0,0.26,0.03,2.19,54.26,0.01,7.45,0.02,8285
NOG,800.94,10.91,8.31,0.31,2.57,1.36,59.82,1.15,0.05,0.08,0.13,0.94,0.72,0.23,-0.07,1.66,39.55,0,12.55,-0.02,612899
NOR,236.97,4.85,17.45,0.48,0.17,1.64,6.56,0.72,0.01,0.04,0.25,1.96,4.07,0.04,-0.1,3.36,41.52,-0.01,3.49,-0.13,1630441
NOV,28333.23,11.38,9.71,0.79,1.41,1.4,8.54,5.83,0,0.09,0.13,2.78,0.16,0.12,-0.02,1.52,46.13,-0.02,66.32,-0.01,7288969
NP,450.83,11.71,9.11,0.94,0.56,2.27,57.8,2.41,0,0.07,0.21,2.68,0.92,0.05,-0.02,1.42,42.82,0,28.23,-0.01,53865
NPO,1032.36,25.76,17.48,1.72,0.87,1.85,19.15,1.9,0.02,0.03,0.08,1.73,0.81,0.03,0,1.59,55.07,0,48.95,-0.01,70478
NQ,433.48,52.81,6.93,1.32,5.81,1.96,3.43,0.16,0.02,0.04,0.05,7.42,0,0.1,0.01,2.44,55,0,8.45,0.05,493981
NR,855.47,16.02,11.16,1.46,0.82,1.66,18.26,0.62,0.01,0.06,0.12,3.78,0.51,0.06,0.14,1.87,67.7,0,9.93,0.16,2826137
NRCI,397.6,26.52,20.55,2.21,4.6,6.97,47.96,2.17,0.54,0.15,0.27,0.67,0.22,0.17,0.01,1.56,53.45,0,57.54,0,2216
NRG,9023.46,12.58,19.8,0.97,1.07,0.88,4.32,2.22,0,0.02,0.06,1.7,1.55,0.07,0.04,1.95,71.66,0,27.92,0,2039963
NRP,2602.5,12.03,12.88,12.03,6.86,4.09,17.42,1.97,0.08,0.12,0.34,1.67,1.6,0.56,0.01,1.48,56.57,0.01,23.7,-0.01,198728
NSC,23808.2,13.61,11.81,1.29,2.17,2.36,34.66,5.55,0,0.06,0.18,1.22,0.84,0.16,0,1.4,52.8,0,75.56,0,1767422
NSIT,774.08,8.39,7,0.56,0.15,1.1,5.09,2.07,0.01,0.05,0.14,1.44,0.11,0.02,-0.1,1.52,35.65,0,17.36,-0.03,395940
NSP,703.73,17.63,14.95,0.88,0.33,2.93,2.5,1.56,0.03,0.06,0.16,1.27,0,0.02,0,1.45,47.11,0,27.5,0,69047
NSR,2871.5,18.97,11.92,1.3,3.45,4.46,8.35,2.3,0.01,0.11,0.27,3.34,0.91,0.19,0,1.57,48.86,0,43.62,-0.01,203719
NTAP,12567.5,25.27,15.29,2.17,1.99,2.72,1.87,1.38,0,0.05,0.12,2.22,0.48,0.08,0.01,1.56,53.57,0,34.87,0,5778242
NTCT,956.2,24.71,13.84,1.5,2.8,2.65,7.58,0.93,0,0.07,0.12,1.56,0,0.12,0.02,1.52,49.37,-0.01,22.98,-0.03,543642
NTES,7128.22,12.23,9.82,1,5.36,2.83,2.79,4.49,0.05,0.21,0.25,5,0,0.44,0.02,1.77,59.63,-0.01,54.9,0,179191
NTGR,1109.57,12.87,9.84,5.59,0.87,1.46,2.94,2.24,0,0.09,0.12,3.31,0,0.07,-0.06,1.53,36.25,0.02,28.82,0.02,929791
NTIC,47.82,17.74,10.82,0.89,2.03,1.25,11.23,0.61,0.02,0.08,0.07,7.22,0.03,0.15,-0.09,1.45,27.91,0.02,10.82,-0.01,1264
NTLS,306.81,16.64,13.37,0.71,0.68,6.75,4.03,0.86,0.02,0.03,0.38,2.51,11.1,0.04,0.05,1.75,59.92,0,14.31,0,98460
NTSP,1120.33,69.35,17.53,3.77,3.19,9.44,36.59,0.23,0.03,0.07,0.12,1,0.68,0.05,0,2.5,51.58,0,15.95,0,250648
NTWK,99.92,13.12,10.61,0.66,2.09,1.53,10.43,0.93,0.09,0.13,0.12,2.43,0.15,0.25,-0.04,3.5,47.37,0,12.2,-0.01,101056
NU,14110.26,23.49,16.55,3.23,2.25,1.5,102.46,1.91,0.01,0.02,0.08,0.61,0.98,0.09,0.02,1.34,63.42,0,44.86,0,1517767
NUAN,7201.47,42.17,11.27,2.72,4.11,2.59,7.49,0.54,0.02,0.03,0.07,2.65,0.84,0.1,0.08,1.44,70.65,-0.01,22.77,0,3487769
NUE,13597.81,30.78,11.69,5.6,0.72,1.8,14.59,1.39,0.01,0.04,0.06,2.79,0.49,0.03,-0.02,1.46,42.96,0,42.79,-0.02,1963743
NUS,2918.33,14.22,11.05,1.27,1.35,5.28,8.75,3.52,0.01,0.21,0.38,1.87,0.33,0.1,0.04,1.83,65.44,0,50.04,-0.01,760343
NUVA,903.65,292,17.93,22.17,1.46,1.66,3.45,0.07,0,0,0.01,3.13,0.76,0,-0.01,2.1,51.97,0,20.44,-0.03,258531
NVDA,8288.86,14.9,16.56,1.42,1.94,1.71,2.22,0.9,0,0.09,0.13,4.89,0,0.13,0.06,1.36,64.76,-0.01,13.41,0,8108269
NVE,4985.96,15.68,15.68,5.01,1.67,1.4,16.72,1.35,0,0.03,0.09,0.89,1.41,0.11,0.02,1.36,65.76,0,21.17,0.01,2224746
NVEC,255.3,21.62,18.11,0.86,9.31,2.81,15.52,2.43,0.02,0.14,0.14,13.63,0,0.43,-0.02,1.3,40.7,-0.01,52.53,-0.01,16271
NWE,1589.82,14.99,15.6,3,1.48,1.78,231.08,2.8,0.01,0.03,0.11,0.71,1.16,0.1,0.03,1.32,66.1,0.01,41.97,0,145343
NWL,7627.39,19.45,13.29,2.1,1.29,3.81,41.5,1.36,0,0.06,0.21,1.45,0.96,0.07,0.03,1.65,61.66,0,26.45,-0.01,2470773
NWN,1194.69,19.97,18.39,4.44,1.64,1.63,133.93,2.22,0.01,0.02,0.08,0.77,1.2,0.08,0,1.23,46.28,-0.01,44.33,-0.02,131180
NWPX,252.52,15.55,12.92,1.56,0.48,0.97,5050.4,1.72,0.01,0.04,0.07,3.43,0.28,0.03,0,1.53,53.9,0,26.75,0.01,21707
NWSA,72431.85,18.43,15.89,1.19,2.11,2.58,9.28,1.69,0,0.07,0.14,1.92,0.58,0.12,0,1.75,54.56,0,31.15,0,6965118
NWY,273.44,144.33,21.65,7.22,0.28,2.58,4.49,0.03,0,0.01,0.02,1.29,0,0,0.04,1.6,56.14,0,4.33,0,161628
NXY,14528.4,39.16,15.75,8.61,2.21,1.65,7.93,0.7,0.03,0.02,0.04,1.23,0.48,0.06,0,1.89,50,0,27.41,0,0
NYX,9297.84,27.76,13.59,2.28,2.48,1.46,24.47,1.38,0,0.03,0.05,0.71,0.4,0.1,0.01,1.78,58.4,0,38.31,0,984096
OAK,9669.73,74.04,11.11,6.73,66.7,25.9,10.42,0.71,0,0.15,0.44,3.59,3.61,46.02,0.03,1.66,61.48,0,52.57,0.02,155353
OAS,3200.18,20.6,10.72,0.75,4.66,4.01,13.37,1.66,0.04,0.07,0.21,1.49,1.51,0.22,-0.02,1.81,45.7,-0.01,34.19,-0.02,1299318
OC,5038.13,105.95,13.8,3.32,0.97,1.42,81.26,0.4,0.01,0.01,0.01,2.05,0.65,0.01,0.08,1.71,66.69,0,42.38,-0.01,1288003
OCR,4498.97,24.36,11.59,1.99,0.74,1.27,8.82,1.76,0.01,0.03,0.05,3.17,0.58,0.03,0.03,1.51,66.88,0,42.88,0,791225
ODFL,3287.87,19.37,14.56,1.1,1.56,3.21,255.67,1.97,0.26,0.11,0.18,1.22,0.23,0.08,0.02,1.49,57.46,0,38.16,0,420136
OFI,63.88,20.95,13.72,1.31,0.33,1.44,32.26,0.19,0.1,0.05,0.07,2,0.15,0.02,-0.01,1.27,45.65,-0.01,3.98,-0.01,44730
OFIX,620.21,11.48,9.85,0.92,1.34,1.55,19.97,2.78,0.01,0.09,0.15,4.95,0.05,0.12,-0.06,1.42,29.92,0,31.92,-0.02,199981
OGE,7051.68,19.87,18.77,4.37,1.92,2.54,3065.95,3.58,0.01,0.04,0.13,0.62,1.19,0.1,0.01,1.48,67.05,0,71.15,-0.01,353249
OI,4169.82,29.82,7.97,3.13,0.6,4.25,11.62,0.85,0.01,0.02,0.14,1.39,3.98,0.03,-0.01,1.65,48.55,0,25.35,0,1006111
OII,7218.02,23.16,17.02,1.29,2.48,3.93,56.4,2.88,0.01,0.12,0.18,1.99,0.05,0.11,0.05,1.58,61.73,-0.01,66.71,0,599492
OILT,1945,36.23,26.6,0.75,14.35,6.8,275.11,1.38,0,0.16,0.22,1.46,0.52,0.46,0.01,1.99,55.29,0,50,-0.01,20422
OIS,4142.88,9.31,9.47,0.54,0.94,1.62,16.36,8.1,0.01,0.11,0.2,3.52,0.53,0.1,-0.02,1.46,46.23,-0.01,75.38,0.01,791614
OKE,10473.49,30.99,22.69,2.1,0.83,4.89,17.95,1.64,0,0.05,0.16,0.98,3.45,0.06,0.03,1.36,62.83,-0.01,50.82,-0.01,1578167
OKS,11751.58,17.53,19.51,350.56,1.15,2.64,21.88,3.05,0,0.09,0.17,1.2,1.08,0.09,-0.04,1.26,38.79,-0.01,53.46,-0.02,694305
OLN,1961.07,13.07,10.96,1.8,0.85,1.92,21.09,1.87,0.01,0.06,0.15,1.83,0.68,0.07,-0.02,1.46,46.93,-0.04,24.44,-0.06,1492851
OMC,15519.97,16.44,13.73,1.78,1.08,4.89,7.42,3.65,0.01,0.06,0.29,0.97,1.41,0.08,0.01,1.37,57.99,0,60.02,-0.01,1875744
OMCL,595.96,36.98,14.73,2.47,1.9,2.16,9.56,0.47,0.02,0.04,0.05,2.18,0,0.05,-0.03,1.62,40.41,0,17.38,0,102807
OME,187.75,47.15,9.82,4.72,0.8,0.91,3.35,0.2,0.02,0.01,0.02,3.8,0.13,0.02,-0.08,1.91,43.28,-0.01,9.43,-0.05,81737
OMI,2045.86,19.35,15.69,2.04,0.23,2.1,9.36,1.67,0.01,0.05,0.11,1.69,0.22,0.01,0.02,1.25,58.75,0,32.32,0,341852
OMN,308.24,19.26,7.71,2.14,0.28,2.31,2.65,0.34,0.04,0.02,0.11,2.83,3.4,0.01,-0.09,1.46,24.8,-0.01,6.55,0,145670
OMPI,417.97,26.35,20.85,1.65,3.46,6.77,12.1,0.91,0.01,0.21,0.27,3.58,0,0.14,0.01,2.39,78.41,0,23.98,0,0
OMX,968.51,2.37,12.95,0.26,0.14,0.94,1.96,4.71,0.02,0.11,0.54,1.88,0.94,0.06,-0.02,3.67,42.36,-0.01,11.14,-0.02,556427
ONE,453.62,15.03,12.86,0.64,2.29,7.94,34.16,0.65,0.08,0.2,0.41,1.1,1.55,0.19,0.06,1.93,65.85,0.01,9.77,0.01,138217
OPEN,1273.63,54.07,24.53,2.45,7.88,7.6,12.3,1.03,0.01,0.12,0.17,2.96,0,0.15,-0.06,1.94,40.22,-0.01,55.69,0.01,945286
OPLK,306.98,70.17,14.16,2.7,1.72,1.12,1.84,0.23,0,0.01,0.02,9.48,0,0.03,0,1.47,52.72,-0.01,16.14,-0.01,51811
ORB,1057.62,15.6,14.69,1.04,0.74,1.42,5.3,1.13,0.02,0.06,0.1,2.65,0.2,0.05,0.06,1.7,64.41,0,17.63,-0.01,220949
ORBC,208.57,24.72,37.08,1.24,3.23,1.14,3.32,0.18,0.03,0.04,0.05,4.76,0.03,0.14,-0.04,1.99,43.84,0,4.45,0.02,241468
ORCL,152432.25,15.05,11.08,1.41,4.1,3.52,4.56,2.15,0.24,0.14,0.25,3.41,0.46,0.28,-0.01,1.45,44.12,0,32.36,0,22375240
ORLY,11851.03,21.42,16.2,1.33,1.9,5.7,57.69,4.97,0.01,0.1,0.24,1.17,0.53,0.1,0.04,1.44,65.09,0,106.44,0,739897
OSIS,1154.88,24.62,17.25,1.09,1.43,2.51,24.22,2.34,0.02,0.06,0.11,1.85,0.15,0.06,0,1.69,50.56,0,57.6,0.02,364753
OSK,3483.92,15.4,12.54,0.91,0.43,1.95,7.65,2.59,0.01,0.05,0.14,1.65,0.53,0.03,0.02,2.31,54.48,0,39.88,0,436911
OSTK,490.5,25.29,15.71,0.74,0.43,12.8,5.99,0.82,0.05,0.13,0.72,1.07,0,0.02,0.46,3.71,85.87,0,20.74,0,290966
OTTR,1118.38,29.45,19.69,5.89,1.3,2.08,21.36,1.05,0.01,0.02,0.07,1.87,0.78,0.05,0,1.58,53.62,0,30.92,-0.01,75775
OVTI,690.3,18.82,8.15,0.94,0.54,0.83,3.13,0.68,0,0.03,0.05,3.74,0.05,0.03,-0.03,1.66,39.31,-0.01,12.8,-0.01,796084
OXM,979.9,31.23,16.31,2.08,1.15,4.27,130.31,1.89,0.03,0.06,0.14,1.79,0.51,0.04,0.06,1.54,66.97,0,59.03,-0.01,80144
OXY,69816.77,15.18,11.66,2.58,2.88,1.74,43.85,5.71,0.01,0.07,0.12,1.3,0.19,0.18,0.06,1.29,68.3,0,86.66,0.01,5647380
PAA,19153.83,23.74,20.13,3.37,0.51,2.88,798.08,2.4,0.01,0.07,0.13,0.99,1.12,0.03,0.01,1.61,57.12,0,56.98,-0.01,761182
PACR,191.43,45.17,13.22,3.01,0.14,1.58,9.48,0.12,0.03,0.02,0.04,1.46,0,0,0.1,2.27,69.61,-0.01,5.42,0.01,951135
PAG,2690.94,13.93,10.46,0.69,0.2,2.06,61.51,2.14,0.02,0.04,0.16,1.03,2.35,0.01,-0.03,1.71,45.27,0,29.8,-0.01,338347
PANL,1463.91,158.5,21.71,4.88,17.59,4.2,6,0.2,0.16,0.03,0.03,12,0,0.12,0.05,2.12,57.01,0,31.7,-0.03,566984
PAR,65.2,17.71,10.63,0.98,0.27,0.86,3.58,0.24,0.3,0.03,0.05,2.04,0.02,0.02,-0.03,1.36,43.35,0.01,4.25,0,3197
PATR,266.47,30.49,26.21,3.59,2.05,1.49,185.05,0.92,0.05,0.03,0.05,1.11,0.34,0.07,0.03,1.6,59.43,0,28.05,0,10708
PAY,2282.72,29.26,9.16,2.25,1.22,1.65,4.79,0.72,0,0.02,0.06,2.12,0.93,0.04,0.03,3.05,56.21,-0.01,21.07,0.02,2799191
PAYX,13053.09,22.99,20.98,2.53,5.69,8.13,22.88,1.56,0.1,0.08,0.36,1.1,0,0.25,0.01,1.3,58.49,0,35.87,-0.01,2156813
PBH,1393.66,30.33,16.96,2.19,2.31,3.05,133.62,0.9,0.01,0.03,0.11,1.7,2.19,0.08,0.04,2.19,65.66,0.01,27.3,0.01,233216
PBY,613.7,48.08,16.25,3.43,0.29,1.14,10.37,0.24,0.01,0.01,0.03,1.18,0.37,0.01,0.02,1.8,55.38,-0.01,11.54,-0.01,276266
PCAR,17515.22,17.25,13.91,1.86,1.08,2.95,7.36,2.87,0.01,0.06,0.17,1.17,0.03,0.06,0.01,1.48,54.21,0,49.52,-0.01,1299879
PCCC,396.24,12.23,10.68,0.49,0.18,1.35,9.93,1.24,0.04,0.07,0.12,2.36,0,0.02,-0.02,2.35,48.22,0,15.17,-0.01,29630
PCG,21072.11,24.97,15.57,6.75,1.4,1.58,52.55,1.92,0,0.02,0.06,0.82,1.03,0.06,0.03,1.24,74.89,0,47.95,0,2263765
PCH,1932.18,36.43,26.36,7.29,3.5,13.44,32.35,1.31,0.01,0.08,0.38,1.81,2.29,0.1,0.04,1.83,62.21,0,47.72,-0.01,189315
PCL,8642.16,42.51,31.63,2.83,6.45,7.05,24.28,1.25,0,0.05,0.16,1.08,2.41,0.15,0.02,1.56,62.91,0,53.14,0,540511
PCLN,35101.57,25.33,15.28,1.35,6.67,8.97,6.77,27.68,0.01,0.27,0.44,3.89,0.37,0.27,0,1.4,49.56,-0.01,701.19,-0.01,738425
PCMI,83.2,17.29,5.42,1.15,0.06,0.72,12.72,0.42,0.32,0.01,0.04,1.23,0.91,0,-0.05,1.8,46.43,0.02,7.26,0,17555
PCP,27454.98,20.27,15.58,1.47,3.48,2.89,56.81,9.25,0,0.1,0.15,3.3,0.4,0.17,0.01,1.3,51.55,0,187.47,0,660618
PCS,4374.21,11.01,16.07,0.48,0.86,1.29,1.67,1.08,0.02,-0.18,0.12,3.76,1.42,-0.34,0.06,2.62,68.24,0,11.89,-0.01,10656487
PCYC,5942.49,71,816.5,443.75,36.08,21.89,18.74,1.15,0.19,0.29,0.42,11.84,0,0.53,0.05,3.65,54.98,0,81.65,0.01,573443
PDCO,3980.06,18.83,16.73,1.57,1.1,3.01,8.42,1.99,0.01,0.08,0.15,2.82,0.57,0.06,0.01,1.26,54.98,0,37.47,-0.01,411863
PDFS,504.45,13.46,11.4,0.67,5.42,4.57,7.98,1.27,0.05,0.37,0.45,7.91,0,0.41,0.1,2.1,63.89,-0.01,17.1,-0.03,96251
PDS,2159.86,48.81,9.08,9.74,1.08,1.01,14.37,0.16,0.03,0.01,0.02,1.7,0.56,0.03,-0.06,1.68,41.4,0,7.81,-0.02,666309
PEG,18275.27,14.39,15.31,8.18,1.87,1.7,48.22,2.51,0,0.04,0.12,1.02,0.77,0.13,0.03,1.28,80.58,0,36.12,0,1932646
PEGA,964.19,46.93,17.72,1.88,2.09,4.07,7.84,0.54,0.54,0.05,0.1,1.8,0,0.05,-0.06,2.05,35.88,0,25.34,0,94710
PEP,127595.12,21.16,17.3,2.35,1.94,5.71,18.2,3.9,0,0.08,0.27,1.11,1.32,0.09,0.03,1.32,61.61,0,82.51,0,3075921
PERY,270.88,18.41,9.71,1.03,0.28,0.73,4.93,0.96,0.16,0.02,0.04,2.62,0.47,0.02,0,1.38,51.7,0,17.67,-0.03,39023
PES,448.25,15.02,32.77,3.84,0.49,0.82,18.89,0.48,0.01,0.02,0.06,1.4,0.95,0.03,-0.06,1.68,39.15,0,7.21,-0.02,333780
PETM,6877.19,18.82,14.95,1.23,1.02,6.28,19.97,3.56,0.01,0.15,0.34,1.74,0.47,0.06,0.03,1.32,63.94,0,66.99,0,582025
PETS,256.4,15.63,15.08,3.13,1.1,4.14,5.64,0.82,0.04,0.21,0.23,8.03,0,0.07,-0.01,1.65,47.13,-0.01,12.82,0,126351
PFE,216215.91,23.88,12.59,6.11,3.67,2.7,6.61,1.26,0,0.05,0.12,2.15,0.46,0.16,0,1.5,55.1,-0.03,30.09,-0.01,54009728
PFMT,493.36,24,10.56,1.2,2.35,19.92,13.04,0.44,0.53,0.12,5,1.86,6.14,0.11,-0.13,1.87,28.74,-0.01,10.56,-0.04,971522
